V2,EG4STS,EA1/SG-016,10/09/22,0901,145.500MHz,FM,EA7KNC/P,EA1/AV-013,"s59 r59 S2S EA1/AV-013"
V2,EG4STS,EA1/SG-016,10/09/22,0904,145.500MHz,FM,EA4BVW,EA1/AV-014,"s59 r59 S2S EA1/AV-014"
V2,EG4STS,EA1/SG-016,10/09/22,0907,145.500MHz,FM,EA4HTC,EA1/SG-017,"s59 r59 S2S EA1/SG-017"
V2,EG4STS,EA1/SG-016,10/09/22,0914,145.450MHz,FM,EA4GZU,EA4/MD-045,"s59 r59 S2S EA4/MD-045"
V2,EG4STS,EA1/SG-016,10/09/22,0918,145.450MHz,FM,EA2DCA/P,EA1/PL-034,"s59 r59 S2S EA1/PL-034"
V2,EG4STS,EA1/SG-016,10/09/22,0919,145.450MHz,FM,EA2DNO/P,EA1/PL-034,"s59 r59 S2S EA1/PL-034"
V2,EG4STS,EA1/SG-016,10/09/22,0922,145.450MHz,FM,EA4HNZ,,"IN70xr s59 r59"
V2,EG4STS,EA1/SG-016,10/09/22,0924,145.450MHz,FM,EA2BO/P,,"IN83fd s53 r55"
V2,EG4STS,EA1/SG-016,10/09/22,0925,145.450MHz,FM,EA4R,,"IM89at s59 r59"
V2,EG4STS,EA1/SG-016,10/09/22,0925,145.450MHz,FM,EA4FDJ,,"IN70xr s59 r59"
V2,EG4STS,EA1/SG-016,10/09/22,0925,145.450MHz,FM,EA4DL,,"IN70xg s59 r59"
V2,EG4STS,EA1/SG-016,10/09/22,0926,145.450MHz,FM,EA4GDK/P,EA4/MD-020,"s59 r59 S2S EA4/MD-020"
V2,EG4STS,EA1/SG-016,10/09/22,0928,145.450MHz,FM,EA1GKP,,"IN71PP s59 r59"
V2,EG4STS,EA1/SG-016,10/09/22,0929,145.450MHz,FM,EA4HTA,,"IN80bi s59 r59"
V2,EG4STS,EA1/SG-016,10/09/22,0930,145.450MHz,FM,EA4GWY,,"IN80bg s59 r59"
V2,EG4STS,EA1/SG-016,10/09/22,0930,145.450MHz,FM,EA4GYG,,"IN80ek s59 r59"
V2,EG4STS,EA1/SG-016,10/09/22,0931,145.450MHz,FM,EA4HAD,,"IN70wd s59 r59"
V2,EG4STS,EA1/SG-016,10/09/22,0931,145.450MHz,FM,EA4AON,,"IN80do s59 r59"
V2,EG4STS,EA1/SG-016,10/09/22,0931,145.450MHz,FM,EA4HLB,,"IN80bl s59 r59"
V2,EG4STS,EA1/SG-016,10/09/22,0932,145.450MHz,FM,EB4FGE,,"IN80be s59 r59"
V2,EG4STS,EA1/SG-016,10/09/22,0935,145.450MHz,FM,EA4IS,EA4/MD-063,"s59 r59 S2S EA4/MD-063"
V2,EG4STS,EA1/SG-016,10/09/22,0937,145.450MHz,FM,EA4DON/P,EA1/PL-007,"s59 r59 S2S EA1/PL-007"
V2,EG4STS,EA1/SG-016,10/09/22,0937,145.450MHz,FM,EA4DOS/P,EA1/PL-007,"s59 r59 S2S EA1/PL-007"
V2,EG4STS,EA1/SG-016,10/09/22,0945,145.450MHz,FM,EA4HKO,,"IN70WD s59 r59"
V2,EG4STS,EA1/SG-016,10/09/22,0945,145.450MHz,FM,EA4FFI,,"IN80ch s59 r59"
V2,EG4STS,EA1/SG-016,10/09/22,0952,145.450MHz,FM,EA4HIH,EA4/GU-050,"s59 r59 S2S EA4/GU-050"
V2,EG4STS,EA1/SG-016,10/09/22,0957,145.450MHz,FM,EA4MZ,,"IN80fi s59 r59"
V2,EG4STS,EA1/SG-016,10/09/22,1004,145.450MHz,FM,EA4RG,EA4/MD-017,"s59 r59 S2S EA4/MD-017"
V2,EG4STS,EA1/SG-016,10/09/22,1009,145.450MHz,FM,EA4GAX,,"IN80br s59 r59"
V2,EG4STS,EA1/SG-016,10/09/22,1010,145.450MHz,FM,EA4FPF,,"IN80hi s59 r59"
V2,EG4STS,EA1/SG-016,10/09/22,1011,145.450MHz,FM,EA4HRJ,,"IN80fa s59 r59"
V2,EG4STS,EA1/SG-016,10/09/22,1012,145.450MHz,FM,EA4DSU/P,,"IN80bj s59 r59"
V2,EG4STS,EA1/SG-016,10/09/22,1022,145.450MHz,FM,EA1LZ,,"IN81dq s59 r59"
V2,EG4STS,EA1/SG-016,10/09/22,1024,145.450MHz,FM,EA4HLP,,"IN80ap s59 r59"
V2,EG4STS,EA1/SG-016,10/09/22,1029,145.450MHz,FM,EA4GYM,,"IN80an s59 r59"
V2,EG4STS,EA1/SG-016,10/09/22,1125,145.450MHz,FM,EA4NI,,"IN80cj s59 r59"
V2,EG4STS,EA1/SG-016,10/09/22,1150,7.190MHz,SSB,F4WBN,,"s59 r59"
V2,EG4STS,EA1/SG-016,10/09/22,1151,7.190MHz,SSB,EA2DT,,"s r"
V2,EG4STS,EA1/SG-016,10/09/22,1152,7.190MHz,SSB,EA2CKX,,"s r"
V2,EG4STS,EA1/SG-016,10/09/22,1154,7.190MHz,SSB,CT2GSN/P,CT/MN-003,"s r S2S CT/MN-003"
V2,EG4STS,EA1/SG-016,10/09/22,1155,7.190MHz,SSB,EA1DHB,,"s r"
V2,EG4STS,EA1/SG-016,10/09/22,1155,7.190MHz,SSB,EA1GKP,,"s r"
V2,EG4STS,EA1/SG-016,10/09/22,1156,7.190MHz,SSB,EA4HCP,,"s r"
V2,EG4STS,EA1/SG-016,10/09/22,1157,7.190MHz,SSB,EA1FHY,,"s r"
V2,EG4STS,EA1/SG-016,10/09/22,1157,7.190MHz,SSB,EA1AAP,,"s r"
V2,EG4STS,EA1/SG-016,10/09/22,1159,7.190MHz,SSB,EA3BP,,"s r"
V2,EG4STS,EA1/SG-016,10/09/22,1159,7.190MHz,SSB,EA1S,,"s r"
V2,EG4STS,EA1/SG-016,10/09/22,1200,7.190MHz,SSB,EA1IIU,,"s r"
V2,EG4STS,EA1/SG-016,10/09/22,1200,7.190MHz,SSB,EA4HIA,,"s r"
V2,EG4STS,EA1/SG-016,10/09/22,1200,7.190MHz,SSB,EA7KOY,,"s r"
V2,EG4STS,EA1/SG-016,10/09/22,1201,7.190MHz,SSB,EA4FTV,,"s r"
V2,EG4STS,EA1/SG-016,10/09/22,1201,7.190MHz,SSB,EA4HNO,,"s r"
V2,EG4STS,EA1/SG-016,10/09/22,1201,7.190MHz,SSB,EA2TW,,"s r"
V2,EG4STS,EA1/SG-016,10/09/22,1201,7.190MHz,SSB,EA5UI,,"s r"
V2,EG4STS,EA1/SG-016,10/09/22,1202,7.190MHz,SSB,EA2FC,,"s r"
V2,EG4STS,EA1/SG-016,10/09/22,1202,7.190MHz,SSB,EA2URI,,"s r"
V2,EG4STS,EA1/SG-016,10/09/22,1203,7.190MHz,SSB,EB5JRO,,"s r"
V2,EG4STS,EA1/SG-016,10/09/22,1203,7.190MHz,SSB,EA5IQN,,"s r"
V2,EG4STS,EA1/SG-016,10/09/22,1203,7.190MHz,SSB,EA5IKT,,"s r"
V2,EG4STS,EA1/SG-016,10/09/22,1204,7.190MHz,SSB,EA5HOP,,"s r"
V2,EG4STS,EA1/SG-016,10/09/22,1204,7.190MHz,SSB,EA3IDY,,"s r"
V2,EG4STS,EA1/SG-016,10/09/22,1205,7.190MHz,SSB,EB5HGK,,"s r"
V2,EG4STS,EA1/SG-016,10/09/22,1205,7.190MHz,SSB,EA5FHC,,"s r"
V2,EG4STS,EA1/SG-016,10/09/22,1205,7.190MHz,SSB,EA1MH,,"s r"
V2,EG4STS,EA1/SG-016,10/09/22,1206,7.190MHz,SSB,EA1HL,,"s r"
V2,EG4STS,EA1/SG-016,10/09/22,1206,7.190MHz,SSB,EA1E,,"s r"
V2,EG4STS,EA1/SG-016,10/09/22,1206,7.190MHz,SSB,EA4EQF,,"s r"
V2,EG4STS,EA1/SG-016,10/09/22,1206,7.190MHz,SSB,EA5JAR,,"s r"
V2,EG4STS,EA1/SG-016,10/09/22,1207,7.190MHz,SSB,EA1FHQ,,"s r"
V2,EG4STS,EA1/SG-016,10/09/22,1207,7.190MHz,SSB,EA3ILR,,"s r"
V2,EG4STS,EA1/SG-016,10/09/22,1207,7.190MHz,SSB,EA1BUL,,"s r"
V2,EG4STS,EA1/SG-016,10/09/22,1208,7.190MHz,SSB,EA4SE,,"s r"
V2,EG4STS,EA1/SG-016,10/09/22,1208,7.190MHz,SSB,EA7DQH,,"s r"
V2,EG4STS,EA1/SG-016,10/09/22,1209,7.190MHz,SSB,EA1ARB,,"s r"
V2,EG4STS,EA1/SG-016,10/09/22,1209,7.190MHz,SSB,EA1ABX,,"s r"
V2,EG4STS,EA1/SG-016,10/09/22,1210,7.190MHz,SSB,EA2ESP,,"s r"
V2,EG4STS,EA1/SG-016,10/09/22,1210,7.190MHz,SSB,EB1Y,,"s r"
V2,EG4STS,EA1/SG-016,10/09/22,1210,7.190MHz,SSB,EA4GJP,,"s r"
V2,EG4STS,EA1/SG-016,10/09/22,1210,7.190MHz,SSB,EA1AMX,,"s r"
V2,EG4STS,EA1/SG-016,10/09/22,1211,7.190MHz,SSB,EB4HGK,,"s r"
V2,EG4STS,EA1/SG-016,10/09/22,1211,7.190MHz,SSB,EA5GN,,"s r"
V2,EG4STS,EA1/SG-016,10/09/22,1211,7.190MHz,SSB,EA7JM,,"s r"
V2,EG4STS,EA1/SG-016,10/09/22,1212,7.190MHz,SSB,EA7DQH,,"s r"
V2,EG4STS,EA1/SG-016,10/09/22,1212,7.190MHz,SSB,F2VX,,"s r"
V2,EG4STS,EA1/SG-016,10/09/22,1213,7.190MHz,SSB,EA2RH,,"s r"
V2,EG4STS,EA1/SG-016,10/09/22,1213,7.190MHz,SSB,EA5HBB,,"s r"
V2,EG4STS,EA1/SG-016,10/09/22,1213,7.190MHz,SSB,EA1TE,,"s r"
V2,EG4STS,EA1/SG-016,10/09/22,1213,7.190MHz,SSB,EC7C,,"s r"
V2,EG4STS,EA1/SG-016,10/09/22,1214,7.190MHz,SSB,EA1HCY,,"s r"
V2,EG4STS,EA1/SG-016,10/09/22,1216,7.190MHz,SSB,HB9EAJ/P,HB/BL-015,"s33 r33 S2S HB/BL-015"
V2,EG4STS,EA1/SG-016,10/09/22,1219,7.190MHz,SSB,EA1LQ,,"s r"
V2,EG4STS,EA1/SG-016,10/09/22,1219,7.190MHz,SSB,EA4GIG,,"s r"
V2,EG4STS,EA1/SG-016,10/09/22,1220,7.190MHz,SSB,EA2EC,,"s r"
V2,EG4STS,EA1/SG-016,10/09/22,1220,7.190MHz,SSB,EA3HCO,,"s r"
V2,EG4STS,EA1/SG-016,10/09/22,1221,7.190MHz,SSB,EA1FKI,,"s r"
V2,EG4STS,EA1/SG-016,10/09/22,1221,7.190MHz,SSB,EA1EOK,,"s r"
V2,EG4STS,EA1/SG-016,10/09/22,1221,7.190MHz,SSB,EA7HAE,,"s r"
V2,EG4STS,EA1/SG-016,10/09/22,1223,7.190MHz,SSB,EA3EBJ,,"s r"
V2,EG4STS,EA1/SG-016,10/09/22,1224,7.190MHz,SSB,EA9HY,,"s r"
V2,EG4STS,EA1/SG-016,10/09/22,1224,7.190MHz,SSB,EA9URM,,"s r"
V2,EG4STS,EA1/SG-016,10/09/22,1226,7.190MHz,SSB,EB1FEV,,"s r"
V2,EG4STS,EA1/SG-016,10/09/22,1227,7.190MHz,SSB,EA7DQH,,"s r"
V2,EG4STS,EA1/SG-016,10/09/22,1246,14.315MHz,SSB,G0FEX,,"s55 r57"
V2,EG4STS,EA1/SG-016,10/09/22,1246,14.315MHz,SSB,HB9CGA,,"s57 r59"
V2,EG4STS,EA1/SG-016,10/09/22,1247,14.315MHz,SSB,HB9DHA,,"s55 r55"
V2,EG4STS,EA1/SG-016,10/09/22,1248,14.315MHz,SSB,SV2RUJ/P,SV/ST-105,"s r S2S SV/ST-105"
V2,EG4STS,EA1/SG-016,10/09/22,1252,14.315MHz,SSB,G4OOE/P,G/TW-004,"s53 r57 S2S G/TW-004"
V2,EG4STS,EA1/SG-016,10/09/22,1253,14.315MHz,SSB,G3TQQ/P,G/TW-004,"s57 r57 S2S G/TW-004"
V2,EG4STS,EA1/SG-016,10/09/22,1254,14.315MHz,SSB,OE6GND,,"s r"
V2,EG4STS,EA1/SG-016,10/09/22,1254,14.315MHz,SSB,SM5LNE,,"s r"
V2,EG4STS,EA1/SG-016,10/09/22,1256,14.315MHz,SSB,M7BIA/P,G/SP-004,"s53 r55 S2S G/SP-004"
V2,EG4STS,EA1/SG-016,10/09/22,1257,14.315MHz,SSB,DM1DF/P,DM/BW-695,"s53 r53 S2S DM/BW-695"
V2,EG4STS,EA1/SG-016,10/09/22,1259,14.315MHz,SSB,OE5HDN,,"s r"
V2,EG4STS,EA1/SG-016,10/09/22,1300,14.315MHz,SSB,OE6RCD,,"s57 r57"
V2,EG4STS,EA1/SG-016,10/09/22,1300,14.315MHz,SSB,M0XPO,,"s57 r45"
V2,EG4STS,EA1/SG-016,10/09/22,1308,14.320MHz,SSB,SV1RVI/P,SV/EV-011,"s51 r55 S2S SV/EV-011"
V2,EG4STS,EA1/SG-016,10/09/22,1319,14.312MHz,SSB,IN3ADF,,"s r"
V2,EG4STS,EA1/SG-016,10/09/22,1320,14.312MHz,SSB,HB9AGH,,"s55 r53"
V2,EG4STS,EA1/SG-016,10/09/22,1321,14.312MHz,SSB,IU4FLP,,"s57 r55"
V2,EG4STS,EA1/SG-016,10/09/22,1322,14.312MHz,SSB,PA5KN,,"s58 r58"
V2,EG4STS,EA1/SG-016,10/09/22,1324,14.312MHz,SSB,SV1RVJ/P,SV/EV-011,"s55 r55 S2S SV/EV-011"
V2,EG4STS,EA1/SG-016,10/09/22,1326,14.312MHz,SSB,ON4ON,,"s55 r59"
V2,EG4STS,EA1/SG-016,10/09/22,1327,14.312MHz,SSB,IU5GBP,,"s r"
V2,EG4STS,EA1/SG-016,10/09/22,1327,14.312MHz,SSB,IK3HMB,,"s r"
V2,EG4STS,EA1/SG-016,10/09/22,1328,14.312MHz,SSB,IK4IDF,,"s r"
V2,EG4STS,EA1/SG-016,10/09/22,1328,14.312MHz,SSB,G4FVK,,"s r"
V2,EG4STS,EA1/SG-016,10/09/22,1329,14.312MHz,SSB,OM5DP,,"s55 r53"
V2,EG4STS,EA1/SG-016,10/09/22,1329,14.312MHz,SSB,DL2ND,,"s59 r59"
V2,EG4STS,EA1/SG-016,10/09/22,1330,14.312MHz,SSB,OE7HPI,,"s57 r56"
V2,EG4STS,EA1/SG-016,10/09/22,1330,14.312MHz,SSB,ON7LO,,"s57 r58"
V2,EG4STS,EA1/SG-016,10/09/22,1331,14.312MHz,SSB,IU1KGS,,"s59 r59"
V2,EG4STS,EA1/SG-016,10/09/22,1333,14.312MHz,SSB,UT5ZC,,"s33 r"
V2,EG4STS,EA1/SG-016,10/09/22,1333,14.312MHz,SSB,DK4RM,,"s55 r55"
V2,EG4STS,EA1/SG-016,10/09/22,1333,14.312MHz,SSB,OK2PDT,,"s55 r55"
V2,EG4STS,EA1/SG-016,10/09/22,1336,14.312MHz,SSB,UT5PI,,"s55 r55"
V2,EG4STS,EA1/SG-016,10/09/22,1338,14.312MHz,SSB,IU2JYW,,"s55 r55"
V2,EG4STS,EA1/SG-016,10/09/22,1340,14.312MHz,SSB,IU2HEE,,"s55 r55"
V2,EG4STS,EA1/SG-016,10/09/22,1340,14.312MHz,SSB,IZ8DFO,,"s55 r59"
V2,EG4STS,EA1/SG-016,10/09/22,1341,14.312MHz,SSB,IK2ODD,,"s59 r59"
V2,EG4STS,EA1/SG-016,10/09/22,1403,18.133MHz,SSB,SP8JUS,,"s r"
V2,EG4STS,EA1/SG-016,10/09/22,1412,18.115MHz,SSB,KD1CT,,"s55 r55"
V2,EG4STS,EA1/SG-016,10/09/22,1412,18.115MHz,SSB,SQ9MDF,,"s r"
V2,EG4STS,EA1/SG-016,10/09/22,1412,18.115MHz,SSB,SV3IEG,,"s r"
V2,EG4STS,EA1/SG-016,10/09/22,1413,18.115MHz,SSB,2E0ESY,,"s33 r53"
V2,EG4STS,EA1/SG-016,10/09/22,1413,18.115MHz,SSB,SQ9NOT,,"s59 r59"
V2,EG4STS,EA1/SG-016,10/09/22,1415,18.115MHz,SSB,M6WHH/M,,"s55 r55"
V2,EG4STS,EA1/SG-016,10/09/22,1418,18.115MHz,SSB,LA6FTA,,"s53 r33"
V2,EG4STS,EA1/SG-016,10/09/22,1426,18.115MHz,SSB,SP8AMY,,"s55 r59"
V2,EG4STS,EA1/SG-016,10/09/22,1428,18.115MHz,SSB,SP1JQJ,,"s57 r59"
